name,age,nationality,height_cm,weight_kgs,body_type,positions,acceleration,sprint_speed,agility,dribbling,ball_control,short_passing,long_passing,vision,finishing,positioning,interceptions,standing_tackle,sliding_tackle,strength,stamina,crossing,heading_accuracy,volleys,curve,freekick_accuracy,shot_power,jumping,long_shots,aggression,marking,reactions,balance,composure,penalties,overall_rating,potential,value_euro,wage_euro,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),potential_level,growth_index,strength_index,attacking_score,midfield_score,defensive_score,recommended_role
J. Meredith,30,Australia,152.4,73.0,Normal,LB,73,76,63,64,65,62,64,64,40,56,65,70,65,74,88,64,64,25,58,24,55,68,42,55,67,65,60,58,45,69,69,750000.0,7000.0,1,2,3,Medium,0,63.6,53.75,69.5,68.5,Midfielder
Y. Valery,20,France,154.94,69.9,Lean,"RB,RWB",76,71,61,65,57,60,55,40,32,57,59,73,64,70,75,54,56,34,43,41,30,52,37,62,64,56,67,49,41,65,78,900000.0,4000.0,1,3,2,Medium,13,54.4,46.0,57.5,66.5,Defender
S. Bauer,26,Austria,182.88,77.1,Lean,CB,64,61,63,35,37,37,29,30,20,24,59,70,65,62,62,26,59,31,27,27,41,70,18,63,66,61,61,44,35,63,66,400000.0,3000.0,1,3,2,Low,3,36.8,30.0,39.5,64.0,Defender
Nazario Serpe,27,Brazil,152.4,77.1,Normal,"CDM,CB",58,52,56,33,45,70,54,62,34,24,75,71,71,68,64,55,45,22,26,49,52,72,40,67,65,68,68,63,55,66,66,550000.0,4000.0,1,3,2,Low,0,52.6,35.75,62.5,71.25,Defender
J. O'Brien,31,Scotland,152.4,64.0,Normal,"CM,RM,CDM",68,72,74,63,63,63,61,62,59,63,54,52,52,67,75,62,48,56,63,64,60,56,59,62,40,61,68,64,56,63,63,350000.0,4000.0,1,3,3,Low,0,64.4,61.25,65.25,56.25,Midfielder
D. Foulon,19,Belgium,154.94,78.0,Normal,"LB,LM",75,75,70,62,62,60,62,55,23,52,55,61,63,63,65,65,49,24,60,62,42,72,36,65,57,52,71,47,34,62,74,450000.0,1000.0,1,3,2,Medium,12,53.0,44.75,60.5,60.5,Midfielder
F. Eguelfi,24,Italy,152.4,73.9,Lean,LM,66,64,61,68,65,63,52,53,50,55,60,61,60,55,57,68,55,37,50,43,35,66,32,58,58,63,70,53,50,63,68,500000.0,4000.0,1,2,3,Medium,5,58.2,52.0,56.25,59.0,Defender
J. Shaughnessy,26,Republic of Ireland,182.88,68.9,Lean,"CB,RB",72,69,72,59,63,64,59,32,16,22,62,67,66,75,76,38,67,16,36,31,33,79,19,69,66,59,52,53,35,68,73,1000000.0,3000.0,1,4,2,Medium,5,49.4,32.5,57.75,67.5,Defender
A. Verdugo,21,Argentina,170.18,68.0,Normal,"RB,CM,CDM",70,68,65,62,63,66,64,62,54,60,58,64,66,46,54,53,54,39,56,40,58,67,45,64,64,59,85,68,48,63,74,550000.0,2000.0,1,3,2,Medium,11,59.6,58.5,61.5,58.5,Midfielder
J. Hodek,20,Germany,152.4,77.1,Normal,"CDM,CM",61,60,76,47,55,58,59,52,32,40,52,58,59,61,62,38,43,35,32,43,49,70,36,62,56,52,72,51,45,58,68,180000.0,1000.0,1,3,2,Medium,10,50.2,42.0,57.75,57.5,Midfielder
J. Al-Hazaimeh,27,Germany,193.04,78.0,Lean,"LB,LM",64,71,41,59,60,61,48,23,26,43,57,64,62,78,70,58,67,18,38,50,71,33,41,69,62,60,43,49,66,63,64,350000.0,1000.0,1,3,2,Low,1,47.8,49.75,50.5,65.25,Defender
David Neres,22,Brazil,175.26,66.2,Normal,"RW,CAM,LW",85,86,91,87,84,75,65,79,75,72,37,32,32,63,73,64,50,72,65,52,72,58,65,52,32,72,84,78,69,78,85,14500000.0,17000.0,2,3,5,High,7,77.8,76.5,73.0,41.0,Attacker
Cao Yunding,29,China PR,172.72,69.9,Lean,"LM,CAM,RM",79,82,75,73,74,71,60,71,60,65,40,28,38,63,69,65,44,44,67,60,68,74,66,69,31,66,78,65,59,71,71,2400000.0,11000.0,1,4,3,Medium,0,68.8,66.5,67.75,42.25,Midfielder
C. Baumgartner,19,Austria,152.4,68.0,Lean,CAM,54,55,67,60,64,70,65,67,40,45,34,49,50,47,50,47,49,53,53,52,56,52,35,45,32,51,69,64,62,60,78,425000.0,2000.0,1,3,3,Medium,18,57.4,50.25,63.0,45.0,Midfielder
Nuno Pinto,32,Portugal,172.72,64.9,Normal,LB,76,73,78,72,74,73,68,60,49,66,73,75,73,60,82,76,56,44,73,74,67,69,59,69,70,79,76,70,58,75,75,4400000.0,7000.0,1,3,3,Medium,0,67.2,63.5,70.75,70.25,Midfielder
N. Sánchez,33,Argentina,187.96,82.1,Normal,CB,50,52,56,58,60,67,64,45,50,40,72,74,72,85,79,58,78,60,57,46,20,88,20,74,74,69,49,69,75,75,75,3800000.0,37000.0,1,3,2,Medium,0,59.8,42.0,63.75,75.75,Defender
Y. Bárcenas,25,Panama,175.26,74.8,Normal,"RM,LM",83,81,82,72,67,67,58,60,60,60,17,30,29,54,74,65,40,45,67,64,67,54,65,32,30,64,74,53,45,69,72,1300000.0,5000.0,1,3,3,Medium,3,66.6,64.75,64.75,32.5,Attacker
S. Micolta,18,Ecuador,154.94,69.9,Lean,ST,69,67,65,60,51,53,47,58,56,57,27,19,20,60,72,43,49,51,53,35,61,63,56,45,36,54,63,55,70,58,75,260000.0,1000.0,1,2,2,Medium,17,59.8,58.5,57.5,31.5,Attacker
J. Cook,28,England,175.26,79.8,Normal,"CAM,CM,ST",74,72,88,56,59,61,55,57,57,62,19,40,35,60,77,58,57,54,61,53,55,64,57,44,55,55,81,51,60,61,61,250000.0,3000.0,1,3,2,Low,0,61.6,57.5,62.5,38.5,Midfielder
M. Preston,23,England,182.88,78.0,Stocky,CB,71,73,62,34,51,54,50,46,24,29,60,61,60,86,73,44,61,29,39,32,49,80,30,77,62,58,62,55,51,65,68,575000.0,4000.0,1,3,2,Medium,3,46.2,34.0,55.75,66.75,Defender
G. Caprari,25,Italy,175.26,72.1,Normal,"CF,ST,CAM",89,84,91,81,79,74,62,72,68,69,16,13,12,54,74,66,47,66,74,65,68,33,70,30,22,69,89,69,56,74,79,7500000.0,28000.0,2,3,3,Medium,5,73.8,71.5,70.5,23.75,Attacker
M. Peano,20,Argentina,185.42,69.9,Normal,GK,25,28,40,16,17,26,22,28,10,7,8,13,12,59,21,11,15,7,12,14,24,48,9,17,7,53,44,37,18,60,74,375000.0,1000.0,1,3,1,Medium,14,20.2,14.25,24.25,23.0,Midfielder
Luís Silva,20,Portugal,182.88,82.1,Normal,CB,65,64,58,51,46,56,58,35,30,35,61,63,63,72,59,38,55,28,39,36,50,71,30,55,62,56,63,55,45,62,74,475000.0,1000.0,1,3,2,Medium,12,46.2,41.5,52.0,64.75,Defender
E. Reynoso,23,Argentina,175.26,67.1,Lean,"CM,CAM,CDM",73,62,87,79,74,76,72,78,58,67,58,55,54,56,71,52,59,48,63,62,66,60,67,71,60,68,79,70,61,73,82,6000000.0,16000.0,1,3,3,High,9,72.4,67.5,74.25,55.75,Midfielder
F. Boya,22,Cameroon,193.04,83.0,Normal,"CB,CDM",66,73,54,56,61,64,64,57,40,39,56,63,61,83,71,43,62,31,43,40,68,70,48,73,58,62,48,48,50,65,73,675000.0,3000.0,1,4,2,Medium,8,57.6,50.75,64.0,65.75,Defender
E. Valla Dønnem,28,Norway,182.88,79.8,Normal,"CDM,CM",64,64,59,56,60,62,58,53,42,37,58,59,55,78,77,51,51,44,45,43,54,66,43,72,57,54,61,48,52,62,62,260000.0,1000.0,1,3,2,Low,0,58.0,47.25,62.5,62.5,Midfielder
J. Victoria,23,Colombia,165.1,69.9,Normal,ST,69,72,69,60,59,52,33,48,64,59,16,19,10,59,48,57,54,60,31,30,66,67,56,26,34,60,66,51,57,62,71,475000.0,2000.0,1,3,2,Medium,9,54.4,62.25,45.25,26.0,Attacker
Tomás Podstawski,24,Portugal,154.94,72.1,Normal,"CDM,CM",53,63,62,64,68,72,71,56,40,55,67,72,66,66,71,45,66,37,45,36,71,75,49,69,66,65,67,71,57,69,76,1300000.0,3000.0,1,4,3,Medium,7,60.6,57.5,67.5,67.75,Defender
S. Andersen,37,Denmark,187.96,84.8,Normal,GK,37,43,56,16,28,43,47,58,15,15,19,15,15,70,35,20,12,20,26,16,26,62,17,30,21,65,62,63,20,68,68,120000.0,4000.0,1,3,1,Medium,0,33.4,18.0,45.75,29.75,Midfielder
S. Nkansah,22,Germany,187.96,78.0,Normal,"CB,RB",56,55,61,42,46,55,38,35,27,27,65,68,66,68,54,40,64,20,31,30,42,54,25,54,65,56,61,47,40,64,73,600000.0,1000.0,1,3,2,Medium,9,42.6,34.5,45.5,66.75,Defender
G. Walker,20,Norway,154.94,74.8,Normal,CB,61,64,43,35,48,49,36,34,35,24,53,61,54,64,61,31,44,28,25,21,42,66,26,47,54,51,65,42,30,55,69,180000.0,1000.0,1,3,2,Medium,14,42.8,34.0,45.0,58.0,Defender
A. Casco,22,Argentina,172.72,72.1,Normal,LM,65,69,63,57,54,60,57,49,53,58,21,37,34,50,68,59,46,46,49,49,48,45,44,33,29,47,62,56,57,59,66,220000.0,2000.0,1,2,2,Low,7,57.4,54.0,58.5,35.5,Midfielder
N. Körber,22,Germany,185.42,83.9,Normal,GK,33,37,46,18,20,24,24,21,11,12,14,13,14,55,28,13,17,14,13,14,20,63,16,22,9,61,43,25,15,68,80,1300000.0,5000.0,1,3,1,Medium,12,20.4,15.25,24.25,24.0,Midfielder
Kaimo Lima,35,Brazil,187.96,77.1,Lean,"CB,CDM,LB",76,78,60,68,70,74,77,58,50,59,76,76,70,77,61,70,75,59,52,70,79,76,76,68,74,71,59,76,66,75,75,2000000.0,24000.0,1,3,2,Medium,0,62.2,64.0,67.5,74.75,Defender
K. Leshabela,19,South Africa,152.4,76.2,Normal,CAM,72,67,69,63,61,56,51,54,46,54,43,48,45,59,64,56,47,49,50,45,53,58,49,44,48,57,69,52,49,58,77,260000.0,4000.0,1,3,3,Medium,19,56.6,54.0,56.25,48.75,Midfielder
L. Krüger,19,Germany,187.96,77.1,Lean,ST,55,68,53,56,54,52,37,42,58,60,25,22,13,63,55,49,64,49,43,33,54,65,49,48,22,49,50,48,47,58,72,260000.0,3000.0,1,3,2,Medium,14,52.6,57.0,46.5,30.75,Attacker
H. Milić,29,Croatia,182.88,73.9,Lean,"LB,LM",66,65,66,73,71,68,66,61,54,60,67,69,70,63,56,70,60,36,63,46,61,45,62,70,65,62,69,61,61,67,67,575000.0,2000.0,1,1,3,Low,0,62.4,62.0,62.75,67.25,Defender
T. Hagn,24,Germany,185.42,81.2,Normal,"LM,LB",70,73,61,64,63,62,62,49,47,53,58,64,61,76,81,62,55,23,36,25,51,68,20,56,58,65,57,56,30,63,68,500000.0,1000.0,1,3,3,Medium,5,60.6,53.75,63.5,64.75,Defender
J. Asoro,19,Sweden,175.26,74.8,Lean,"ST,RW",90,87,75,73,66,60,47,57,63,62,18,17,20,58,58,41,56,54,51,39,65,56,55,36,14,59,78,52,60,66,81,1400000.0,5000.0,1,3,3,Medium,15,62.2,65.75,55.5,28.25,Attacker
M. Halsti,34,Finland,185.42,83.9,Normal,"CB,CM",31,47,30,47,62,66,68,60,40,48,65,61,64,75,52,54,67,52,50,59,67,73,52,68,59,64,51,69,58,66,66,200000.0,3000.0,1,3,2,Low,0,53.0,50.5,61.5,66.25,Defender
A. Buksa,22,Poland,190.5,78.9,Lean,ST,67,71,62,64,63,59,44,58,67,68,24,23,21,72,72,47,69,61,54,46,60,75,60,51,31,54,47,59,65,66,72,900000.0,2000.0,1,4,3,Medium,6,64.0,64.75,58.25,35.0,Attacker
J. Akinde,29,England,187.96,87.1,Stocky,ST,71,80,62,56,55,48,46,56,63,66,29,33,31,92,75,46,61,56,51,34,64,71,52,70,37,65,61,58,70,65,65,550000.0,6000.0,1,2,2,Low,0,59.6,62.25,56.25,46.25,Attacker
T. Sippel,30,Germany,182.88,78.0,Normal,GK,50,42,48,13,19,33,22,31,12,16,15,15,12,65,41,14,13,12,15,14,24,64,11,36,12,72,41,41,18,74,75,4200000.0,17000.0,1,2,1,Medium,1,26.0,16.25,31.75,26.75,Midfielder
D. Frieser,25,Austria,152.4,78.0,Normal,RM,76,73,67,58,66,64,57,47,60,59,43,47,53,58,78,64,49,41,43,39,63,67,44,56,45,61,58,55,50,64,66,550000.0,2000.0,1,3,2,Low,2,61.4,60.0,61.5,50.25,Midfielder
A. Jones,21,England,182.88,69.9,Normal,"CB,CDM",55,60,48,48,56,58,52,44,21,26,61,62,61,74,65,35,61,35,36,34,48,67,22,59,62,56,62,54,44,63,74,550000.0,6000.0,1,3,2,Medium,11,47.2,35.75,54.75,64.5,Defender
S. Gustafsson,18,Sweden,187.96,77.1,Normal,GK,56,44,68,12,16,28,27,23,6,4,7,14,14,48,35,12,12,7,13,13,20,62,5,42,7,44,48,36,10,52,63,60000.0,1000.0,1,2,1,Low,11,20.8,10.5,28.25,20.75,Midfielder
M. Autret,28,France,175.26,71.2,Normal,"CAM,CM",73,73,76,74,72,72,66,67,68,66,53,49,40,65,68,67,48,56,63,62,72,50,65,49,26,69,75,64,62,71,71,2500000.0,6000.0,1,3,3,Medium,0,69.8,70.0,68.25,51.75,Attacker
J. Brandt,22,Germany,185.42,83.9,Lean,"LM,RM,CAM",78,84,82,87,85,81,68,82,77,78,29,20,24,69,73,77,42,66,72,59,80,63,78,42,38,80,78,69,54,81,88,25000000.0,63000.0,2,4,4,High,7,80.0,80.5,76.0,35.5,Attacker
S. Blaney,20,Republic of Ireland,190.5,78.9,Normal,CB,66,70,56,38,46,48,44,43,18,21,52,50,50,65,69,31,52,25,48,48,51,70,30,53,51,52,30,49,18,54,67,110000.0,1000.0,1,4,2,Low,13,43.2,32.0,51.0,54.25,Defender
W. Hajda,18,Poland,182.88,74.8,Normal,"CDM,CM",64,64,75,60,57,57,55,42,36,38,57,59,57,60,75,35,48,31,31,31,40,78,29,68,63,55,69,49,37,60,74,375000.0,1000.0,1,3,2,Medium,14,54.0,43.5,57.25,58.25,Defender
D. Bonera,37,Italy,182.88,83.9,Normal,"CB,RB,LB",33,30,34,41,51,60,61,41,23,27,78,78,74,81,34,58,73,19,38,29,60,74,53,79,82,68,48,77,49,75,75,900000.0,18000.0,2,3,2,Medium,0,39.8,37.75,49.0,77.75,Defender
M. Demir,27,Turkey,154.94,68.9,Normal,"ST,CAM",74,78,79,74,73,69,66,67,69,72,32,35,17,64,67,65,64,74,83,72,77,74,72,59,39,71,78,65,75,72,72,3400000.0,12000.0,1,3,3,Medium,0,69.2,73.0,67.25,37.0,Attacker
M. Siby,22,France,154.94,74.8,Lean,CDM,59,55,57,51,49,57,58,42,32,40,52,53,60,59,63,45,63,35,39,35,42,63,38,65,49,55,53,45,42,56,63,110000.0,1000.0,1,3,2,Low,7,49.0,41.25,55.0,56.0,Defender
T. Yasui,20,Japan,172.72,66.2,Normal,"CDM,CM",58,56,67,40,53,61,45,44,30,24,45,57,51,50,55,33,42,29,37,35,42,70,26,47,50,50,76,43,39,52,65,80000.0,1000.0,1,2,2,Low,13,46.0,34.0,51.25,50.75,Midfielder
J. David,19,Canada,152.4,77.1,Normal,"ST,CF,CAM",81,80,81,71,71,63,53,62,74,64,17,21,19,67,61,42,64,66,41,34,71,78,61,25,21,61,76,64,58,70,84,3700000.0,7000.0,1,4,3,High,14,66.2,70.0,59.75,31.0,Attacker
O. Haddadi,27,Tunisia,182.88,84.8,Normal,"LB,CB,LWB",67,54,55,64,68,69,57,54,34,55,71,76,75,71,69,68,70,42,55,34,47,65,34,71,71,70,58,65,41,71,72,2300000.0,9000.0,1,3,3,Medium,1,58.0,50.0,62.25,73.25,Defender
F. Bonazzoli,21,Italy,182.88,77.1,Normal,ST,71,75,68,63,68,57,43,51,66,63,26,22,29,69,59,49,68,59,51,53,64,64,58,39,21,61,49,65,60,66,74,975000.0,8000.0,1,3,3,Medium,8,59.2,64.0,52.5,36.5,Attacker
S. Sherring,18,England,154.94,67.1,Normal,CB,62,61,48,32,38,38,30,35,23,28,55,58,56,68,65,32,58,27,33,28,41,70,26,56,57,51,67,42,35,57,71,190000.0,3000.0,1,2,2,Medium,14,38.6,31.0,42.0,59.25,Defender
I. Nestorovski,28,FYR Macedonia,182.88,74.8,Normal,ST,74,71,67,71,73,61,37,42,80,79,27,27,26,81,86,39,67,67,61,65,68,72,69,53,41,71,74,68,68,74,74,6000000.0,5000.0,1,4,3,Medium,0,68.0,74.5,56.5,40.25,Attacker
E. Käck,29,Sweden,172.72,68.0,Lean,"LB,LWB",87,83,71,58,60,59,56,62,37,50,63,58,58,57,84,65,46,43,66,63,68,81,55,46,60,53,83,57,39,65,65,425000.0,2000.0,1,4,2,Low,0,60.0,53.25,65.25,59.0,Midfielder
Fede,21,Spain,175.26,68.0,Normal,"CDM,CM,CB",68,70,67,62,66,70,68,58,47,52,71,70,72,70,91,55,63,56,57,56,63,69,51,79,68,64,80,70,59,71,81,3400000.0,8000.0,1,3,2,Medium,10,65.6,56.0,71.75,70.75,Midfielder
M. Fofana,21,Mali,185.42,74.8,Lean,"CDM,CB",62,81,60,56,63,65,55,55,23,34,70,68,62,76,72,34,62,35,35,29,40,68,23,56,68,63,48,51,45,66,81,1300000.0,2000.0,1,4,2,Medium,15,54.2,38.25,61.75,69.0,Defender
Abdu Conté,20,Portugal,182.88,78.0,Normal,LB,75,76,70,60,62,57,35,40,40,48,63,66,65,78,67,62,59,39,71,30,70,70,35,72,64,62,66,56,43,66,79,1100000.0,3000.0,1,2,2,Medium,13,52.8,54.5,49.75,68.0,Defender
B. Moukandjo,30,Cameroon,154.94,73.9,Normal,"ST,RM",91,93,83,77,75,69,60,65,79,77,32,20,19,65,80,75,66,70,71,71,75,71,64,51,34,76,70,77,79,77,77,9000000.0,25000.0,2,3,4,Medium,0,74.0,77.0,68.5,34.0,Attacker
C. Roldan,23,United States,172.72,74.8,Normal,"CDM,CM,RM",71,69,77,70,70,73,70,68,63,67,70,71,69,66,89,66,63,49,69,40,70,83,63,78,70,70,84,71,61,73,79,4700000.0,6000.0,1,3,3,Medium,6,72.6,67.5,75.0,69.0,Midfielder
K. Ademi,23,Switzerland,195.58,84.8,Normal,ST,48,50,45,53,49,47,26,53,63,62,24,26,27,82,76,22,69,55,30,28,55,66,46,59,20,59,40,54,57,59,67,230000.0,1000.0,1,3,2,Low,8,58.4,58.25,50.5,39.75,Attacker
Guerrero,21,Spain,175.26,73.9,Stocky,"LWB,LB",66,67,65,59,62,59,49,52,39,62,54,64,70,55,64,61,55,56,60,43,49,60,52,63,61,55,76,45,41,63,71,475000.0,4000.0,1,2,2,Medium,8,54.6,52.25,56.0,60.75,Defender
M. Kuciak,36,Slovakia,182.88,92.1,Stocky,GK,42,40,42,11,12,24,19,45,9,7,7,10,13,85,20,11,13,5,12,11,17,62,9,25,6,68,55,50,12,67,67,100000.0,1000.0,1,3,1,Low,0,21.8,11.0,27.0,28.75,Defender
J. Velázquez,28,Argentina,182.88,79.8,Normal,CB,64,71,67,50,50,50,48,48,41,36,64,71,79,77,70,44,73,36,36,35,61,73,32,72,73,62,50,64,48,71,73,2300000.0,13000.0,1,2,2,Medium,2,51.8,47.0,54.0,72.75,Defender
D. Wenzel-Halls,20,Australia,172.72,68.0,Lean,ST,82,82,82,44,41,43,35,47,59,57,16,15,13,43,61,28,56,43,40,31,53,60,45,34,27,41,68,48,58,54,68,150000.0,1000.0,1,2,2,Medium,14,50.8,53.25,46.5,21.75,Attacker
I. Conté,22,Guinea,190.5,82.1,Lean,CB,68,60,58,51,54,56,52,51,39,32,64,71,61,87,64,37,72,40,49,27,61,72,42,62,62,57,57,61,30,68,76,1100000.0,3000.0,1,2,2,Medium,8,52.2,45.75,55.75,70.75,Defender
Ronaldo Cabrais,27,Brazil,152.4,74.8,Normal,"RW,CAM",88,87,85,85,83,83,82,83,74,82,40,35,33,70,86,83,64,76,86,78,82,64,78,62,24,84,76,81,77,83,83,28000000.0,51000.0,1,4,4,High,0,82.2,80.75,83.5,44.5,Midfielder
E. Dahl Reitan,21,Norway,154.94,69.9,Normal,RB,74,76,67,57,56,57,51,45,45,53,56,60,59,57,69,52,46,40,36,31,52,66,38,57,61,48,62,54,40,60,71,300000.0,1000.0,1,2,2,Medium,11,54.6,51.75,55.5,58.0,Defender
A. Romao,35,Togo,154.94,73.9,Normal,CDM,55,60,67,64,71,71,68,70,42,55,78,78,75,78,76,60,71,57,35,45,69,75,67,87,68,77,70,77,57,75,75,2000000.0,17000.0,2,3,3,Medium,0,64.6,57.5,71.25,77.25,Defender
A. Martínez,25,Chile,175.26,68.9,Lean,"LM,CAM",68,68,74,72,71,66,62,64,61,56,42,36,43,70,72,52,53,32,50,59,70,70,66,47,39,57,72,57,53,66,68,800000.0,2000.0,1,4,3,Medium,2,67.0,64.75,66.0,47.75,Midfielder
R. Parkes,28,Jamaica,193.04,88.0,Normal,ST,63,62,56,50,49,45,31,48,55,50,16,10,15,80,62,32,56,47,38,30,58,65,51,61,14,48,42,50,58,55,55,90000.0,1000.0,1,2,2,Low,0,52.0,53.25,46.5,30.25,Attacker
O. Kayode,25,Nigeria,175.26,64.9,Lean,ST,91,93,90,75,73,64,58,53,75,78,24,38,33,63,75,52,67,63,55,48,69,73,62,73,32,70,82,58,65,74,78,7500000.0,1000.0,1,2,3,Medium,4,68.4,74.25,62.5,39.5,Attacker
L. Antei,26,Italy,187.96,77.1,Lean,CB,53,52,47,40,55,52,53,30,16,23,70,75,73,70,58,25,70,20,46,26,39,70,36,76,72,70,41,62,47,71,74,2500000.0,4000.0,1,2,2,Medium,3,39.2,29.5,48.25,72.0,Defender
Lee Kwang Sun,29,Korea Republic,193.04,88.9,Normal,"ST,CB",61,62,59,59,56,58,48,57,64,66,63,62,57,91,72,32,68,38,26,22,68,71,57,68,34,62,68,62,34,65,65,550000.0,3000.0,1,3,2,Low,0,62.0,64.25,58.75,68.25,Defender
Wang Qiang,34,China PR,185.42,78.0,Normal,CB,50,45,53,55,54,60,63,55,20,44,61,67,63,79,46,29,60,23,39,38,23,56,12,43,57,54,61,47,34,62,62,120000.0,2000.0,1,2,2,Low,0,47.2,35.5,56.0,67.5,Defender
Song Jin Hyung,31,Korea Republic,175.26,64.9,Lean,"CM,CAM,CDM",75,79,78,64,65,66,63,72,59,63,52,60,63,52,66,65,56,58,64,71,63,38,59,67,55,63,79,63,67,65,65,500000.0,2000.0,1,4,3,Low,0,65.4,62.25,66.75,56.75,Midfielder
J. Lefort,25,France,182.88,83.0,Lean,"LB,CB",69,67,57,66,65,64,60,42,22,62,71,73,68,71,81,67,64,22,30,30,25,63,27,60,70,69,56,65,34,70,75,2000000.0,8000.0,1,3,3,Medium,5,55.0,43.75,61.75,70.75,Defender
J. Simonsen,23,Denmark,182.88,76.2,Lean,"RB,LB",84,84,72,57,53,46,33,51,48,53,47,46,53,61,66,56,51,52,48,37,54,63,43,47,55,62,66,51,52,58,65,150000.0,2000.0,1,4,2,Low,7,53.6,53.0,49.0,51.75,Attacker
B. Aaronson,18,United States,172.72,64.9,Lean,CAM,76,74,59,55,61,61,55,56,48,47,25,38,45,42,48,40,37,42,43,35,43,53,36,48,39,44,69,51,41,57,75,210000.0,1000.0,1,3,2,Medium,18,53.6,48.25,55.0,37.5,Midfielder
Z. Alomerović,27,Serbia,187.96,84.8,Stocky,GK,36,38,39,14,21,31,22,30,11,8,12,14,11,70,24,16,13,11,16,12,19,65,12,31,9,60,42,52,20,66,69,550000.0,2000.0,1,2,1,Medium,3,22.0,13.0,26.75,26.75,Midfielder
S. Ciss,29,Senegal,172.72,68.9,Normal,"LB,LM,RM",76,77,66,69,66,68,60,56,59,59,63,66,65,78,66,69,60,59,58,40,67,71,56,83,65,67,79,67,33,68,68,675000.0,9000.0,1,3,3,Medium,0,63.6,63.5,62.5,68.0,Defender
M. Leverbe,22,France,187.96,76.2,Lean,CB,54,53,44,35,40,33,30,30,25,28,52,58,56,62,64,28,54,34,27,27,42,66,26,46,55,50,53,58,44,55,63,110000.0,3000.0,1,2,2,Low,8,37.4,32.5,39.25,57.0,Defender
J. Stacey,22,England,152.4,62.1,Lean,RB,69,70,73,65,61,63,57,53,48,60,59,64,61,63,75,63,59,42,51,37,52,52,54,50,57,56,68,56,42,64,73,600000.0,2000.0,1,3,2,Medium,9,60.8,56.25,62.0,61.75,Midfielder
L. Goujon,23,France,154.94,68.0,Lean,"CM,RB,CDM,LB",61,61,61,65,68,67,67,59,41,68,68,65,63,61,70,54,61,42,34,29,52,82,54,55,64,59,70,66,42,65,74,825000.0,2000.0,1,3,3,Medium,9,60.4,56.5,65.75,64.25,Midfielder
N. Barrios,20,Argentina,154.94,58.1,Normal,"LM,CAM",83,71,70,73,70,73,65,67,58,57,26,40,51,28,51,63,47,51,63,45,65,62,60,42,44,65,94,65,57,69,82,2000000.0,7000.0,1,3,3,High,13,64.4,63.25,64.0,36.25,Midfielder
Lee Min Soo,27,Korea Republic,152.4,73.0,Normal,CM,63,67,61,60,62,67,66,60,40,49,59,59,58,69,72,50,43,38,41,35,63,58,60,70,42,50,70,60,45,62,63,350000.0,1000.0,1,3,2,Low,1,59.8,53.0,66.25,61.25,Midfielder
F. Ugrinic,20,Switzerland,182.88,83.9,Stocky,"CM,CAM,CDM",62,66,63,50,59,64,60,61,37,56,62,62,59,69,56,62,53,30,52,59,55,59,45,54,59,59,65,53,41,60,77,450000.0,1000.0,1,3,2,Medium,17,53.6,49.5,60.25,63.0,Defender
S. Niakaté,19,France,182.88,76.2,Normal,CB,67,70,54,31,45,50,46,35,25,33,65,66,64,71,73,33,68,28,29,26,36,71,25,70,59,59,69,54,41,65,81,1000000.0,2000.0,1,3,2,Medium,16,42.8,31.25,51.0,66.5,Defender
D. Zibung,35,Switzerland,187.96,83.9,Stocky,GK,27,30,57,14,26,37,35,51,9,14,14,11,19,57,27,14,11,9,13,13,38,56,16,31,11,60,45,56,26,63,63,150000.0,2000.0,1,2,1,Low,0,27.6,18.75,37.5,25.25,Midfielder
M. Sauer,24,Germany,152.4,69.9,Lean,"RB,RM,RWB",78,76,73,67,65,62,54,50,40,57,63,65,67,54,73,70,45,30,48,30,30,64,39,66,65,58,75,53,42,67,72,850000.0,3000.0,1,3,3,Medium,5,58.4,48.5,59.75,62.25,Defender
A. Pyatov,34,Ukraine,190.5,89.8,Normal,GK,44,44,56,11,12,29,24,63,9,14,23,9,10,78,37,13,10,12,14,16,19,73,12,35,12,74,32,52,15,77,77,3600000.0,1000.0,2,3,1,Medium,0,29.8,13.25,38.25,30.0,Midfielder
J. Tverskov,25,Denmark,185.42,84.8,Normal,"CB,CM",52,61,57,49,62,67,62,41,44,35,59,69,68,72,70,36,62,35,38,33,48,70,40,59,66,61,55,58,38,66,71,725000.0,4000.0,1,3,2,Medium,5,54.2,44.0,60.0,67.0,Defender
B. Marshall,27,England,154.94,83.0,Normal,"LM,RM,RB",75,74,71,71,72,67,72,71,66,67,57,64,62,62,64,75,63,57,73,77,74,63,73,48,62,64,67,66,72,71,71,2500000.0,18000.0,1,4,3,Medium,0,67.8,69.5,68.5,61.25,Attacker
B. Santalab,36,Australia,172.72,72.1,Normal,ST,66,60,66,62,61,54,35,42,72,68,46,37,22,73,56,44,50,69,68,40,77,87,68,91,26,60,77,69,60,66,66,300000.0,2000.0,1,4,2,Low,0,57.2,69.75,46.75,44.5,Attacker
G. Avila,17,Argentina,182.88,74.8,Normal,CB,58,64,47,31,33,37,31,31,21,31,56,66,61,56,62,30,60,28,30,34,41,67,26,46,51,49,62,41,43,56,78,180000.0,1000.0,1,3,2,Medium,22,36.4,31.0,40.25,59.75,Defender
